Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
-0.11571717,-4.8215705e-05,0.22804838,-0.1377075,0.18910943,-0.1970356,0.3168985,-0.5177972,0.46081823,0.59606516,-0.5647026,0.28087136,-0.21030323,0.14760153,-0.5869848,-0.2814543,0.14790715,0.050067835,-0.10303687,-0.49969494,-0.6255789,0.4810668,0.39354822,-0.21320625,0.3138158,0.34200543,0.109200604,-0.056463424,-0.012090697,-0.09096162
0.25073653,0.39082196,0.06419231,0.046571963,0.40275723,-0.1364846,0.6191454,-0.61883247,0.45281985,0.71183777,-0.17009602,0.6008877,0.0064572217,-0.37428582,-0.58967817,0.27204502,-0.43625113,-0.42386055,-0.14713657,0.1683456,0.40634358,0.40435135,0.47819015,0.13417737,-0.4388232,-0.352118,0.22014308,0.52071136,-0.30890605,-0.34463716
-0.046849564,0.59731305,0.28893125,0.052583534,0.5067063,-0.051728062,-0.09334272,-0.56611735,0.3746377,0.6894631,-0.21214299,0.58481413,-0.32436204,-0.096085615,-0.38443425,-0.1206338,-0.34081012,0.05805077,0.44529855,-0.2749446,-0.061334107,0.31191266,0.5708498,-0.77760506,-0.013209849,-0.38933182,-0.35792875,0.43638018,-0.18479678,-0.2898239
0.42173657,0.11858445,0.5884562,-0.46056777,0.30920872,-0.3550663,-0.32126033,-0.8807282,0.31408313,0.7553616,-0.44056338,0.07767872,-0.20208554,-0.36076456,-0.82311994,-0.10022609,-0.06279402,-0.7226723,0.52786785,-0.15491371,-0.57412905,0.38775578,0.25811106,-0.85106194,0.18843657,0.15389958,0.07362631,-0.24836712,0.36820027,0.14028361
0.05247391,-0.03869884,0.6001569,0.17187683,0.22194602,0.11611163,0.07635935,-0.17185284,0.6368102,0.7263025,-0.20283778,0.00025661348,-0.7551816,-0.038606435,-0.027516223,-0.23985116,-0.6365024,-0.12245087,0.11036702,-0.5220656,-0.34162277,0.49689838,0.39551222,-0.32787836,-0.006194442,0.17326218,-0.12430109,0.12588206,-0.31426424,-0.29921982
-0.161294,0.5245678,0.41518536,-0.05584157,0.33467314,0.13140194,-0.504929,-0.43660587,0.27215636,0.70117205,-0.26030332,0.26019192,-0.1584696,-0.39246413,0.00053469895,-0.040962484,-0.06025002,-0.31310782,0.38745594,-0.62626356,0.085251525,0.16757753,0.37725404,-0.4627816,-0.018569248,-0.4685607,-0.46201226,-0.07866028,0.21145569,0.6676753
-0.4281669,0.6246608,0.37570086,-0.054811675,0.6628529,0.37984094,-0.18423611,-0.67050767,0.46192196,0.61320364,-0.64950407,0.6834652,-0.25952432,0.033686146,-0.34937492,-0.27788568,-0.4494871,-0.085562505,-0.24067989,-0.28683707,-0.17677455,-0.2224434,0.50486475,-0.23092511,-0.17237337,0.010960699,0.46234778,0.57867527,0.21326849,-0.70180595
0.3430714,-0.11090299,0.71450496,-0.19219004,0.24709658,0.14789413,0.013725295,-0.65857625,0.7557263,0.8154099,0.47327766,0.012970112,-0.64973295,-0.31177068,0.04977804,-0.14129108,-0.39916492,-0.34469625,0.50450766,-0.32224974,-0.34372312,0.7726507,0.3875368,-0.14346492,-0.29478148,-0.35490572,-0.055969745,0.47791204,-0.12393193,0.4466958
-0.1451388,0.3197973,0.5021826,-0.31468865,0.11788353,0.12161084,0.2743672,-0.40185943,0.5861107,0.575296,-0.42148137,0.41142517,-0.40659875,-0.1461023,-0.2712797,0.23965873,-0.47340578,-0.31118843,0.23213425,-0.48394942,-0.24444558,-0.16843057,0.42268294,-0.29777795,0.2291228,-0.1097648,0.37640113,0.6013202,0.49265105,-0.41653973
-0.2225459,0.3572832,0.5955352,-0.31904632,0.15184122,0.27063027,-0.5381004,-0.5008576,-0.14596742,0.581563,-0.45233718,0.3345049,-0.4564725,-0.3899485,-0.22220516,-0.30200404,0.0507495,-0.07436165,0.45822147,-0.41353822,-0.035895232,-0.17437857,0.3393833,-0.41034994,0.12958875,-0.324107,-0.21491726,0.1592367,0.125702,0.50930446
-0.117523536,0.4011719,0.2952089,-0.374653,0.1049309,-0.55871326,0.12131201,-0.44380146,0.04849528,0.7284251,0.057609905,0.1705191,-0.050422885,0.023844825,-0.29429248,0.45168924,-0.1501358,-0.10120225,0.04947916,-0.23449162,0.15558568,0.23143943,0.5562776,-0.19459322,-0.31798622,-0.6837725,0.008370337,0.22007862,-0.31643677,0.3838105
-0.05739765,0.49321067,0.2913707,-0.08449135,0.5008732,0.015766906,-0.23310518,-0.7546196,-0.15810524,0.62899464,-0.19219516,0.23622678,0.18111539,-0.36897564,-0.37876114,0.024335088,-0.32060778,-0.25694484,0.083598465,-0.23738018,0.114845924,-0.099664696,0.54419804,-0.38084903,-0.34838232,-0.68195784,0.07689345,0.4548637,-0.0054518227,0.264777
0.33982533,0.020232495,0.49228463,0.17471012,0.16574048,-0.51963085,0.010540258,-0.572455,0.30500942,0.7198981,0.014707731,-0.21205,-0.20838644,-0.20717905,-0.5472868,0.038051132,-0.4981264,0.012793361,0.15428571,-0.21431926,-0.6106855,0.6908238,0.35300204,-0.5764569,0.32171464,-0.21325387,0.36186934,-0.029451078,-0.4076813,-0.22062585
-0.21362823,-0.090114035,0.18097591,-0.4514451,0.27886787,0.06407806,-0.10269308,-0.4296102,0.14454338,0.38823673,0.14926878,-0.11882568,-0.009364986,0.5560802,-0.03837647,0.2878899,-0.29094312,-0.1619155,-0.22631,-0.14285348,0.022676907,0.030104643,0.38427103,-0.16554086,-0.5149609,-0.5256443,0.052574374,0.3927943,0.07220454,-0.13713035
-0.2608002,0.41464528,0.19088385,-0.24445212,0.22162259,-0.031392746,-0.3518877,-0.6474264,-0.05542099,0.4495502,-0.008596944,0.14285807,-0.24550472,-0.048260856,-0.107350044,0.18496715,-0.4737091,-0.4191995,-0.07715166,-0.6348213,-0.005196415,-0.379459,0.304521,-0.08350967,-0.03973806,-0.5798936,0.5278654,0.41968948,-0.0031937708,0.1551725
-0.12073139,0.28514615,0.46563125,-0.20600554,0.68204176,0.19784978,0.1263504,-0.7766473,0.54208755,0.5733212,-0.6164792,0.5364793,-0.46807954,-0.42329538,-0.42261666,0.21325311,-0.68850696,-0.19850482,0.45916516,-0.2934017,-0.2274041,0.30234906,0.4095627,-0.53809196,0.20723629,-0.22233628,-0.22262894,0.22796452,-0.041502755,0.22706181
-0.07586943,0.31566605,-0.059181716,-0.35990864,0.08844987,-0.0122706555,-0.4126874,-0.38955197,-0.29853404,0.2967769,0.1819269,-0.0749143,-0.2737775,-0.02893178,0.15942498,0.047091387,-0.1590239,-0.12698936,0.31310612,-0.4783396,-0.16197291,-0.1785514,0.46746415,-0.49752554,-0.23523259,-0.5667466,0.203151,0.32994777,0.038498756,0.04507952
0.079709515,0.49602145,0.4342468,0.28082752,0.16620716,-0.07650227,-0.12563074,-0.7425446,0.3176119,0.5772711,-0.23644684,0.10966044,-0.1353154,-0.4971463,-0.5550722,0.0005629606,-0.316119,-0.13793962,0.05251028,-0.020658474,-0.1312634,0.25002363,0.19780354,-0.096457705,0.050952937,-0.07222228,-0.20778969,-0.1032021,-0.1647847,0.25394177
-0.042807974,0.38224992,0.49343172,0.051500473,0.6405123,0.09140487,0.57583207,-0.7096881,-0.014486834,0.7979313,-0.45948005,0.47979656,-0.06226386,0.04648882,-0.60992,-0.047565017,-0.6830855,0.2350526,0.307989,-0.48779947,-0.114022814,0.85672957,0.36545506,-0.7407674,-0.41966477,-0.053057715,-0.058966503,-0.08457189,-0.49502742,0.3697982
-0.16767287,0.18937969,0.59276617,-0.1889425,-0.059855122,0.19897671,-0.2523164,-0.14874877,-0.3949165,0.49196944,-0.26117536,0.42872703,0.06471477,0.19153535,-0.2211423,0.14207833,-0.032309134,0.16958652,0.3873941,-0.44016552,0.4390039,-3.4209326e-05,0.36675796,-0.17114682,-0.28200924,-0.51120156,-0.17553137,0.28032088,0.42270127,0.09724072
-0.3748112,-0.04486372,0.52788484,-0.35339788,0.35939366,-0.16317375,-0.29727593,-0.073384166,-0.32445252,0.70194477,-0.1056437,0.023114454,0.011300529,0.30337778,0.18993701,0.25728142,-0.029661398,0.3254014,0.4136503,-0.39512092,0.47908187,0.07294105,0.6285515,-0.46472937,-0.32485127,-0.23465085,-0.01491894,0.6331262,0.58791405,0.37249583
-0.16380475,0.6129692,0.48577428,-0.6087879,0.48614463,0.37585393,-0.7931733,-0.5992108,0.726215,0.76953816,-0.6277712,0.6349846,-0.721889,-0.32261828,-0.17973556,-0.35457677,-0.09942598,-0.2581439,0.6383716,-0.36323375,-0.40921736,0.024191037,0.4216899,-0.2424178,-0.26105928,-0.19143602,-0.46002686,-0.291421,0.40076646,0.013195418
-0.38465005,0.68926644,0.3915803,-0.47173262,0.5819538,-0.21732503,0.052819084,-0.5921444,0.39540604,0.88688135,0.23591182,0.3095334,-0.37583315,-0.14353782,-0.2341625,0.17459963,0.13114905,-0.5906223,0.025091507,-0.26237172,0.49674013,-0.028307978,0.49359322,-0.6322878,-0.55321443,-0.48719117,-0.12491279,0.4212214,0.10587227,0.40929103
0.015468949,0.07742101,0.53174543,-0.6808292,0.18536487,-0.43602026,-0.12248802,-0.7364976,0.20169087,0.64933586,0.52626723,0.6159084,0.015841324,-0.3691767,-0.16303818,0.33854744,0.4436506,-0.6606692,0.5296383,0.068339825,0.55089074,0.45308092,0.5781987,0.12537974,-0.49811065,-0.72568023,-0.26068866,-0.15674677,-0.090560876,0.82076484
-0.23002964,0.38806963,0.33324474,-0.54100436,0.42804396,-0.38346416,0.06520174,-0.7207803,0.042564034,0.6560003,-0.14134637,-0.056386113,-0.18236378,0.49637645,-0.44627202,0.24481079,-0.43894792,-0.46935013,0.29981348,-0.7888356,-0.31480545,0.55552447,0.065134354,-0.6097974,-0.21933801,-0.14170112,0.55841094,0.35007203,-0.42072785,0.28527778
-0.12768973,0.4066954,0.10925129,-0.09745877,0.10673036,-0.41649294,-0.59218353,-0.31528208,0.2669458,0.6447565,-0.20566402,0.08024332,-0.4396614,0.2516589,-0.06420462,-0.18471532,-0.025790796,0.45221874,0.3554634,-0.1529353,-0.3207767,0.27381152,0.5693795,-0.35877725,-0.15538853,0.1437971,0.36418027,0.2756266,-0.005222433,-0.55547863
-0.24025263,0.28891173,0.5402677,-0.6366413,0.1057268,0.068890676,-0.2154859,-0.88451445,0.299124,0.770333,0.028571611,0.30438438,-0.021473197,-0.3137961,-0.23052804,0.41287634,-0.09303495,-0.5144226,-0.4560992,-0.39696336,-0.0037884666,0.11989656,0.67071307,0.45395166,-0.039587714,-0.58906627,0.53314227,0.49043742,-0.020025374,0.36103845
0.056095235,0.55761236,0.2770097,0.21520858,0.3874887,-0.5721822,0.13879904,-0.7666596,0.8653125,0.94450206,-0.2567318,0.09450108,-0.23472953,0.1900607,-0.5529466,0.125144,-0.45194533,0.15386476,-0.22838789,0.069365926,-0.5244195,0.43974733,0.51373714,-0.25497448,0.18577093,-0.23683359,-0.13125965,0.06263355,-0.13930273,-0.43099
0.061469026,0.118263826,0.3553267,-0.46238503,0.43215206,-0.20432332,-0.43021208,-0.6305558,0.5134726,0.6363246,-0.5980527,0.4994614,-0.26359928,-0.25142646,0.05184822,0.038077444,-0.06879993,-0.082012825,0.25276133,0.3665694,-0.11663623,0.2874202,0.2857848,0.023984699,-0.27431083,0.29285315,-0.2845604,-0.1836929,0.1835179,-0.17961468
-0.03523962,0.29067975,0.3926132,-0.052644096,-0.030170871,-0.6021855,0.18098466,-0.3519918,0.16792446,0.647541,0.42746413,0.36338246,0.43231392,0.11654533,-0.25591743,0.51521766,-0.13008936,0.048326023,0.36781853,0.13520329,0.5160011,0.27271903,0.6013937,-0.44866568,-0.43096802,-0.6031216,0.039869327,0.2597635,0.119330764,0.4128896
-0.32226834,0.06012278,0.7092766,-0.79302543,0.30338502,0.45881602,-0.5717186,-0.635649,-0.24979846,0.6639305,0.060494315,0.60213304,0.019715052,-0.45548692,-0.10467448,0.3856675,0.30645996,-0.64124125,0.67061925,-0.10758368,0.05672965,0.42103168,0.3685482,-0.082883485,-0.55089,-0.79506654,-0.30849203,-0.3336857,0.30721804,0.84411794
-0.062976055,-0.1778403,0.62253445,-0.40247783,0.3591399,-0.36436567,0.15943396,-0.35610077,0.30526018,0.7199944,-0.5279135,0.7334207,-0.5031171,-0.15912576,-0.47595322,0.03724268,0.2743358,-0.20202227,0.5215485,-0.212795,-0.22544655,0.59273183,0.70597583,-0.42666122,0.014474558,0.23275577,-0.26610714,-0.097078726,-0.086430214,-0.0045130504
-0.1250911,0.6828557,0.052356597,0.1748291,0.35967752,0.3023908,0.521128,-0.8789924,0.46281976,0.83234394,-0.27044487,0.543638,-0.00043569857,0.17394018,-0.62907374,-0.40984356,-0.27695438,-0.010908637,-0.2235228,-0.19271602,-0.43379548,0.43721634,0.23927456,-0.12637739,-0.6607817,-0.12808064,0.18019299,-0.32663807,0.020880038,0.12316209
-0.12337583,0.6765837,-0.23909971,0.232003,-0.14208123,-0.5569431,0.29428828,-0.6117911,0.53099537,0.74789333,0.08565008,0.3289895,-0.19495943,-0.20472348,-0.61830556,0.3820143,-0.0777583,-0.2600398,0.24837603,0.08424151,0.10991492,0.17741048,0.5428827,-0.22932193,-0.1765721,0.079885565,0.10380565,-0.0551678,0.19729473,0.36474025
-0.11873858,0.5773042,0.5097816,-0.3794393,0.08452685,-0.5275593,-0.52191246,-0.72390944,0.5509551,0.85132176,-0.01402278,0.5321506,-0.16485246,-0.58148193,-0.60453343,0.03634524,-0.2724608,-0.11659548,0.4325276,-0.3579505,-0.2769746,0.5350591,0.49415806,-0.61512005,0.46334246,-0.24965924,0.18098834,-0.11855333,-0.20946768,0.54895216
0.1581482,0.12964904,0.56168956,-0.45414874,0.41874632,0.286524,-0.046044264,-0.7792905,0.24581246,0.623535,0.07547413,0.16900076,-0.37332195,-0.539205,-0.07325205,0.35584727,0.0021457232,-0.7254353,0.12985167,-0.42067394,-0.3840797,0.37916765,0.40931624,0.35502788,-0.12410248,-0.68786824,-0.5526927,0.3979376,-0.60068107,0.61489886
0.0062058046,-0.025772365,0.66118395,-0.69991523,0.50775856,-0.24879783,0.110188864,-0.4051059,0.4360264,0.6493914,-0.38379386,0.44631776,0.38353768,0.53995955,-0.22178183,0.46699595,-0.22651564,-0.06505612,0.17598653,0.030400267,0.13448465,0.42579874,0.7894768,-0.3824368,-0.2542526,-0.5527188,-0.025577677,0.28545213,0.10959397,-0.07656346
0.28953135,0.1039558,0.4917427,-0.22272398,0.5635477,-0.089804724,-0.018547207,-0.7637432,0.48770997,0.71684545,-0.10110015,0.13277258,-0.58510387,-0.5207493,-0.37357053,-0.0105340425,-0.68999016,-0.058145832,0.6272003,-0.5800008,-0.5578387,0.62493926,0.43391517,-0.7545654,0.37879318,-0.5060731,-0.12870117,0.48415235,-0.44782498,0.12850241
-0.24898872,0.36458048,0.39404735,-0.5491981,0.2082191,-0.08466141,-0.49130583,-0.5850978,0.5505061,0.46133152,0.043185387,0.31251073,0.104280524,-0.016560674,-0.38777536,-0.0971576,0.38646153,-0.5006271,0.27907547,0.29641476,0.23949018,-0.2902548,0.51855546,-0.3119791,-0.28631634,-0.21916683,-0.34924075,0.0752259,0.39928907,0.2922466
-0.32774827,0.47639596,0.44730902,0.22236279,-0.0060533,0.07881884,0.028236592,-0.60516864,-0.37985104,0.47269514,0.028556205,-0.18655765,-0.023634765,0.27912188,-0.55212015,0.22246726,-0.455771,-0.30967584,0.12577489,-0.47617638,-0.17572665,0.032425247,0.40649503,-0.3054781,-0.36312032,-0.54030234,0.31953454,0.57848096,0.023369998,-0.08437439
0.07366852,0.55547047,0.32094958,-0.23748165,0.5191382,-0.045218974,-0.34380662,-0.7054129,0.6066103,0.8013871,-0.13638322,0.021325367,-0.37570402,-0.3399581,-0.18176714,0.008082018,-0.5594684,-0.19063985,0.2956594,-0.49253142,-0.31426287,0.5860629,0.2081063,-0.76357144,0.17456743,-0.24166024,-0.1534135,0.41980004,-0.5393375,0.36621308
-0.14811605,0.17827834,0.56446296,0.029550578,0.16079508,0.25880238,-0.0998944,-0.6162017,0.559115,0.74350125,-0.29584658,0.6494727,-0.09782563,-0.18059237,-0.7081496,0.08437978,-0.10735591,0.050551713,0.06405112,-0.3899666,-0.3035654,0.3548886,0.5244798,-0.34946677,-0.037549406,-0.27059078,-0.4158057,-0.29295903,-0.24151264,0.363356
-0.124140054,-0.60176975,0.28493673,-0.21535236,0.5254932,-0.01337552,-0.33853292,-0.75850075,0.34195766,0.3097589,0.29341388,0.50949043,-0.4789768,0.20871468,0.30152783,-0.0007888227,-0.20083593,0.03898906,0.24657825,-0.14136688,-0.41456547,0.26692924,0.6442676,-0.44774377,-0.7710836,0.0098182475,0.00633015,0.14208668,0.008274831,-0.4739436
-0.11858497,0.22773081,0.3113615,0.0015436116,-0.022658268,-0.34474272,-0.075124286,-0.51171595,-0.1573088,0.5963484,0.11507013,0.012927291,0.20192762,0.22652388,-0.49868265,0.29541308,-0.21051776,-0.073312394,0.04789252,0.038863014,0.245549,0.011069716,0.5353728,-0.35747623,-0.559129,-0.54313904,0.023886796,0.26891384,0.057407953,0.1258913
0.19929592,0.34774762,0.11639281,-0.25468582,0.16444807,-0.5183709,0.096768275,-0.30382133,0.26650804,0.6500619,0.26575246,0.07422494,-0.46350342,0.3559323,0.022840725,0.11202365,-0.21306467,0.053695224,0.17889349,-0.14018765,0.26527506,-0.07478068,0.57977295,-0.47170246,-0.41113064,-0.35351926,-0.1998558,0.21328226,-0.3101304,-0.10563815
-0.27778992,0.21945049,0.07236188,-0.27676725,0.0741065,-0.05260298,-0.35410586,-0.21343967,-0.103655666,0.45107067,-0.122792594,0.21303865,-0.34976354,0.16728751,-0.05246807,0.115745015,-0.28059393,0.2871297,0.31905207,-0.18004084,0.065320075,0.1405908,0.4132425,-0.3411801,-0.30970085,-0.325043,0.22285046,0.37522763,0.22959185,-0.18763523
-0.20081152,0.19068746,0.40267777,-0.2606366,0.31632072,-0.09873199,0.22955404,-0.24219091,-0.020860644,0.25960723,-0.098324634,0.3116842,0.1517387,0.61054987,-0.5017995,0.30203325,-0.55169123,-0.273972,0.34788117,-0.29521203,0.3323552,0.3500061,0.5513297,-0.19537124,-0.40114385,-0.63220745,0.29214096,0.57364863,0.03184429,-0.36543986
-0.3269235,-0.27224836,0.4420354,-0.82330304,0.16660888,-0.4548748,-0.29275295,-0.6786608,0.121528946,0.73438954,-0.46779415,0.33085153,-0.15793765,-0.02374692,-0.26147276,0.24978228,0.17635109,-0.2462319,0.5654821,-0.5549721,-0.23607326,0.2536087,0.49473518,-0.58586687,-0.07148573,-0.28496495,0.035179127,-0.03306291,0.49025813,0.43511152
0.063981846,0.46662053,0.3747657,-0.010316204,0.111961946,-0.2184502,0.09688768,-0.5461767,0.73163664,0.7303454,-0.32390735,0.63208836,-0.35341313,-0.42964745,-0.4730027,0.19699699,-0.23478545,0.08737203,0.48256302,0.27891904,0.19716567,0.24117102,0.5281924,-0.22719152,0.019042252,-0.08965483,-0.19140832,-0.030522972,-0.25662646,0.07349881
-0.45221636,0.17613262,0.32481524,-0.55397177,0.37667537,0.59077793,-0.086821735,-0.7966503,0.08265669,0.52190554,-0.14635733,0.5950758,-0.4264412,-0.042237468,0.010543768,0.107651256,-0.6617568,-0.30251482,0.35193643,-0.5631515,-0.42677942,0.27001166,0.18515962,-0.23005567,-0.17161804,-0.35308444,0.22621232,0.23983769,0.48417392,0.080798715
0.2820378,0.43453422,0.30132443,-0.2446897,0.2067995,0.0077724378,-0.2783239,-0.3120408,0.5736612,0.49661258,0.11864574,0.24805717,-0.53708845,-0.39351076,0.13046087,0.3042449,-0.35566643,-0.597389,0.4379537,-0.09200148,0.31878144,-0.050879598,0.10033494,-0.2869892,-0.099517785,-0.26398495,-0.11535328,0.23055464,-0.08012391,0.22602634
-0.050230317,-0.21925068,0.31342185,-0.6470864,0.03643809,-0.12851846,-0.06545633,-0.26371598,-0.22571214,0.38047644,-0.11278283,0.17371526,-0.19491847,-0.14001645,-0.3650611,0.08610194,-0.10494776,-0.51529646,0.6028624,-0.544977,0.10708968,0.3088811,0.457549,-0.33712932,-0.10959874,-0.66656554,0.44533825,0.52814513,-0.09644821,0.17544605
-0.046378158,0.035903372,0.7764513,-0.14458473,0.48218107,0.371247,-0.25311235,-0.7786921,0.63081104,0.54710054,0.2616621,-0.025952829,-0.5687225,0.056623828,0.091803074,0.07568062,-0.6805328,-0.52276844,0.067444354,-0.6692512,-0.77588975,0.7352435,0.17395498,-0.5425122,0.22019602,-0.31785563,-0.39121765,-0.012731831,-0.4964982,0.28848842
-0.1485722,0.41568747,0.5456378,-0.22789007,0.3740454,-0.48491642,0.05386946,-0.53373563,0.6584738,0.8644941,-0.23066893,0.46179897,-0.70964164,-0.4196221,-0.34869394,0.18277693,-0.3233331,0.19762155,0.53661054,-0.3130808,0.06030463,0.43574068,0.5570183,-0.47429165,0.15698974,-0.16564468,-0.30956846,-0.2570818,-0.119646646,0.3444519
0.06392161,0.12547438,0.58531076,-0.19992363,0.40828803,0.41219178,0.19151035,-0.6113963,0.3622876,0.54197985,-0.2573216,0.43900967,-0.6766653,-0.50819546,-0.17809173,0.08152551,-0.68983704,-0.29761702,0.16755156,-0.27068156,-0.77087814,0.08591807,0.27773076,-0.65228987,0.02930705,-0.026624393,0.18942514,-0.19741216,-0.049958374,-0.014653204
0.25616518,0.23552473,0.31169218,-0.33053228,0.32164946,0.20644172,-0.14817412,-0.83725446,0.45438525,0.44413525,-0.15092577,0.077038296,-0.39486048,-0.49346933,-0.31931198,-0.23535863,-0.26132336,-0.5112492,0.4142768,-0.09069558,0.087136164,0.1149616,0.40878952,-0.5114863,0.13134132,-0.5045816,-0.14907765,0.49672437,-0.023089603,0.41498333
-0.07457576,0.5460155,0.19745253,0.22172363,0.14749783,0.005835636,0.30836713,-0.40220335,0.6095523,0.77833235,-0.60564005,0.11260709,0.028249186,-0.0761323,-0.7692239,0.27551177,-0.30727223,0.12073337,-0.08336743,0.04391189,-0.24953154,0.42310646,0.6794966,-0.11424466,0.17379189,-0.60978913,-0.18971983,0.60992867,-0.4543444,-0.39643577
-0.55753314,0.29768282,0.47734484,-0.7454847,0.27294624,0.5372158,-0.68933743,-0.57020634,0.3755619,0.60417825,-0.6973219,0.3480727,-0.14345819,-0.5163684,0.07304881,-0.26074237,0.6149931,-0.26744846,0.3280167,-0.7003614,-0.7927198,0.21122643,0.42693144,0.10980493,0.5994938,-0.31827122,-0.010382715,0.121123806,0.81586236,0.51542604
-0.28657004,0.5428117,0.35481814,0.17296211,0.4408999,0.009036337,-0.029318448,-0.5566236,0.697489,0.795232,-0.5302112,-0.22242531,0.036963716,0.3717473,-0.3467515,0.30322802,-0.335633,0.41965836,-0.39566126,-0.41044727,-0.90054727,0.54725057,0.38540876,-0.47963095,0.25520325,0.07159962,0.3649834,0.38616338,-0.031774182,-0.479024
0.221073,-0.018017095,0.4540352,-0.12904379,0.22147967,0.16428505,0.46442726,-0.5403967,0.64069664,0.42126098,-0.1498546,0.30473298,-0.33470386,-0.45547763,-0.30343804,0.2569792,-0.102350995,-0.43388703,-0.14466359,0.1381788,-0.111247644,-0.045188796,0.25065413,0.26518416,-0.039536178,0.09953753,-0.3955989,-0.3456128,-0.1282822,0.23120564
0.16647765,-0.090971306,0.27762163,-0.26851943,0.0031111073,-0.056334164,-0.057686746,-0.4167179,0.037416164,0.6129934,-0.27700698,-0.15463917,-0.18742901,-0.1738762,-0.11925416,0.6006166,-0.40499854,-0.19127373,0.114064604,0.011262744,-0.0756424,0.17198321,0.2250946,-0.31126183,-0.35640788,-0.31475237,0.15585402,0.3264068,0.06040513,-0.0011428249
